代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
248,富達美元債券基金(A股月配息美元),保守型,美元,全球,國外,債券型,債券型,國外-債券型,月配,4.86,0.05,1.14,-0.18,-0.02,"5,003百萬(美元)",2003/6/9,1.41,2.37,3.08,4.36,1.91,9.65,5.33,-5.93
249,富達歐洲動能基金(A股歐元),穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,年配,14.45,-0.11,0.7,0,0,"2,125百萬(美元)",2001/1/15,-2.54,-5.84,-10.17,-4,-5.32,2.04,2.61,9.96
250,富達美元非投資等級債券基金(A股美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,年配,4.2,0.39,0.88,0,0,"2,639百萬(美元)",2001/9/5,1.13,3.33,3.24,4.51,7.05,17.33,18.48,23.09
251,富達美元非投資等級債券基金(A股月配美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,4.13,0.4,0.86,0,0,"2,639百萬(美元)",2003/6/9,1.14,3.34,3.2,4.46,7.03,17.28,18.52,23.13
255,富達全球金融服務基金(A股歐元),穩健型,歐元,全球,國外,金融股,金融股,國外-金融股,年配,16.68,0.32,1.21,-0.27,-0.19,"1,705百萬(美元)",2000/9/1,2.35,1.08,-2.24,4.94,20.36,47.16,45.9,107
256,富達全球工業基金(A股歐元),穩健型,歐元,全球,國外,股票型,股票型,國外-股票型,年配,17.01,0.1,0.99,-0.29,-0.3,717百萬(歐元),2000/9/1,0.54,3.31,-3.51,0.64,6.09,21.78,31.89,112.33
257,富達永續發展全球存股優勢基金(A股歐元)(本基金並無保證收益及配息),穩健型,歐元,全球,國外,股票型,永續,國外-股票型,年配,9.67,0.28,0.63,0.17,0.02,951百萬(美元),1999/9/1,1.64,0.78,0.44,5.13,10.78,29.91,30.63,53.4
258,富達歐洲大型企業基金(A股歐元),穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,年配,11.99,0.27,0.6,-0.03,-0.02,184百萬(歐元),2002/9/16,1.06,-1.03,-0.68,7.3,12.31,28.33,33.28,55.72
259,富達印度聚焦基金(A股美元),積極型,美元,印度,國外,股票型,股票型,國外-股票型,無,15.86,0,0.95,0.56,0.46,"2,933百萬(美元)",2004/8/23,-3.81,-2.47,6.35,-0.07,0.04,23.18,28,80.43
260,富達亞洲非投資等級債券基金(A股累計美)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,6.35,0.39,0.89,0.06,0.01,"1,447百萬(美元)",2007/4/2,2.11,2.93,4.67,7.06,10.04,24.28,33.51,-18.72
261,富達亞洲非投資等級債券基金(A股月配美)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,6.37,0.39,0.89,0.1,0.01,"1,447百萬(美元)",2007/4/2,2.1,2.94,4.69,7.1,10.06,24.29,33.53,-18.75
262,富達新興市場債券基金(A股美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,年配,5.55,0.39,0.97,-0.09,-0.01,560百萬(美元),2006/1/23,2.82,5.16,5.69,8.12,8.88,21.69,20.51,-7.12
263,富達新興市場債券基金(A股月配息美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.54,0.39,0.97,-0.08,-0.01,560百萬(美元),2006/1/23,2.84,5.18,5.71,8.13,8.9,21.7,20.56,-7.13
265,富達亞洲非投資等級債券基金(A股累計歐)(本基金之配息來源可能為本金),穩健型,歐元,亞洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,11.36,0.07,1.46,-0.41,-0.07,"1,447百萬(美元)",2007/4/2,1.36,-1.61,-6.09,-5.31,3.32,16.07,16.23,-17.81
266,富達亞洲股票ESG基金(A股累計歐元),積極型,歐元,亞洲,國外,股票型,股票型,國外-股票型,無,19.54,0.19,1.03,-0.46,-0.16,"2,896百萬(美元)",2006/9/25,3.64,3.8,2.22,4.26,13.27,13.09,0.55,14.2
268,富達美元非投資等級債券基金(A股穩現美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,4.15,0.4,0.87,0.1,0.01,"2,639百萬(美元)",2010/8/18,1.16,3.34,3.29,4.47,7.07,17.37,18.6,23.15
269,富達中國聚焦基金(A股美元),積極型,美元,中國,國外,股票型,股票型,國外-股票型,年配,27.32,0.34,0.94,0.52,0.38,"2,314百萬(美元)",2003/8/18,4.55,10.69,14.72,22.2,34.91,23.93,26.9,17.89
270,富達中國聚焦基金(A股累計歐元),積極型,歐元,中國,國外,股票型,股票型,國外-股票型,無,28.86,0.26,1.06,0,0,"2,314百萬(美元)",2007/9/24,3.79,5.85,2.92,8.1,26.66,15.74,10.52,19.26
271,富達中國內需消費基金(A股累計美元),積極型,美元,中國,國外,必需性消費股,必需性消費股,國外-必需性消費股,無,31.38,0.29,1.02,0.31,0.05,3159百萬(美元),2011/2/23,3.9,6.9,10.45,23.35,31.95,11.13,-0.55,-29.93
272,富達中國內需消費基金(A股累計歐元),積極型,歐元,中國,國外,必需性消費股,必需性消費股,國外-必需性消費股,無,32.77,0.22,1.14,-0.21,-0.04,3159百萬(美元),2011/2/23,3.14,2.2,-0.94,9.05,23.89,3.76,-13.46,-29.15
273,富達美元非投資等級債券基金(A股累計美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,4.12,0.4,0.86,0.05,0.01,"2,639百萬(美元)",2011/4/6,1.17,3.36,3.25,4.5,7.08,17.36,18.53,23.13
274,富達美元非投資等級債券基金(A股累計歐)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,歐元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,9.85,-0.01,1.44,-0.54,-0.16,"2,639百萬(美元)",2006/9/25,0.37,-1.27,-7.43,-7.63,0.44,9.49,3.06,24.37
275,富達新興市場債券基金(A股累計美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,無,5.5,0.39,0.96,-0.1,-0.02,560百萬(美元),2006/1/23,2.79,5.16,5.69,8.08,8.87,21.68,20.49,-7.12
276,富達新興市場債券基金(A股累計歐元)(本基金主要係投資於非投資等級之高風險債券),穩健型,歐元,新興市場,國外,債券型,債券型,國外-債券型,無,8.87,0.04,-0.25,-0.58,-0.13,560百萬(美元),2006/1/23,2.07,0.54,-5.2,-4.39,2.21,13.64,4.86,-6.08
277,富達美元債券基金(A股累計美元),保守型,美元,美國,國外,債券型,債券型,國外-債券型,無,4.89,0.05,1.15,-0.11,-0.02,"5,003百萬(美元)",2006/9/25,1.42,2.47,3.18,4.38,2,9.7,5.37,-5.9
278,富達亞太入息基金(A股美元)-半年配權(本基金並無保證收益及配息),積極型,美元,亞太,國外,股票型,股票型,國外-股票型,半年配,13.47,0.35,0.84,0,0,374百萬(美元),2004/12/16,2.67,9.54,15.74,19.54,18,29.05,26.05,46.51
279,富達亞太入息基金(A股F1穩定月配美元)(本基金並無保證收益及配息且配息來源可能為本金),積極型,美元,亞太,國外,股票型,股票型,國外-股票型,月配,13.53,0.35,0.84,0,0,374百萬(美元),2013/1/24,2.64,9.53,15.71,19.52,18.01,30.46,27.45,48.15
280,富達永續發展全球健康護理基金-A股歐元,穩健型,歐元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,12.64,-0.55,0.72,0.46,0.27,"1,438百萬(美元)",2000/9/1,1.81,-1.2,-17.18,-14.09,-21.28,-9.04,-14.58,14.05
281,富達永續發展全球健康護理基金-A股累美,穩健型,美元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,13.73,-0.37,1.01,1,0.24,"1,438百萬(美元)",2013/3/27,2.59,3.38,-7.65,-2.82,-16.09,-2.54,-1.79,12.86
282,富達美元非投資等級債券基金(A股F1現)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,4.15,0.39,0.87,0,0,"2,639百萬(美元)",2013/6/18,1.11,3.31,3.22,4.45,7.01,17.29,18.49,23.06
283,富達亞洲非投資等級債券基金(A股F1現)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,6.38,0.39,0.89,0.11,0.01,"1,447百萬(美元)",2013/6/18,2.12,2.96,4.7,7.1,10.07,24.3,33.5,-18.78
284,富達新興市場債券基金(A股F1穩定配美)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.54,0.39,0.97,-0.08,-0.01,560百萬(美元),2013/6/18,2.84,5.18,5.72,8.14,8.89,21.69,20.55,-7.12
285,富達歐洲非投資等級債券基金(A股F1現)(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.39,0.59,0.66,-0.02,0,"2,751百萬(歐元)",2013/6/18,0.85,2.56,2.71,4.42,8.44,19.67,23.01,19.16
286,富達歐洲非投資等級債券基金(A股累計歐)(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,3.42,0.59,0.67,-0.04,-0.01,"2,751百萬(歐元)",2006/7/3,0.85,2.54,2.71,4.42,8.45,19.64,22.99,19.12
287,富達歐洲非投資等級債券基金(A股月避美)(本基金之配息來源可能為本金),穩健型,美元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.45,0.75,0.68,0,0,"2,751百萬(歐元)",2013/3/27,1.08,3.25,3.94,5.82,10.59,23.99,30.64,29.35
288,富達歐洲非投資等級債券基金(A股累避美)(本基金之配息來源可能為本金),穩健型,美元,歐洲,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,3.47,0.74,0.68,0,0,"2,751百萬(歐元)",2011/5/18,1.07,3.23,3.82,5.74,10.47,23.95,30.65,29.4
289,富達全球入息基金(A股累計美元)(本基金並無保證收益及配息),穩健型,美元,全球,國外,股票型,股票型,國外-股票型,無,10.49,0.44,0.38,0.28,0.09,"16,787百萬(美元)",2012/5/4,2.71,4.9,12.46,19.1,18.12,41.46,50.69,59.67
290,富達全球入息基金(A股累計歐元避險)(本基金並無保證收益及配息),穩健型,歐元,全球,國外,股票型,股票型,國外-股票型,無,8.56,0.38,0.47,0,0,"16,787百萬(美元)",2012/1/30,2.28,2.28,4.97,10.16,12.7,34.39,37.62,55.77
291,富達全球入息基金(A股F1穩定月配美元)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國外,股票型,股票型,國外-股票型,月配,10.48,0.44,0.38,0.31,0.07,"16,787百萬(美元)",2012/1/30,2.7,4.91,12.49,19.15,18.15,41.46,50.71,59.68
292,富達全球入息基金(A股F1穩定月配歐元)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,歐元,全球,國外,股票型,股票型,國外-股票型,月配,9.27,0.3,0.55,-0.27,-0.07,"16,787百萬(美元)",2012/1/30,1.92,0.26,0.83,5.28,10.84,32.03,31.02,61.4
293,富達全球入息基金(A股H月配息澳幣避險)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,澳幣,全球,國外,股票型,股票型,國外-股票型,月配,8.58,0.41,0.47,0,0,"16,787百萬(美元)",2014/1/23,2.46,2.71,5.47,10.9,13.74,36.2,41.11,61.03
294,富達德國基金(A股累計美元避險),穩健型,美元,德國,國外,股票型,股票型,國外-股票型,無,15.88,0.56,0.81,0.15,0.04,"1,269百萬(美元)",2014/4/9,1.59,5.2,11.83,23.97,35.99,56.13,68.67,70.87
299,富達全球科技基金(A股歐元),穩健型,歐元,全球,國外,資訊科技股,資訊科技股,國外-資訊科技股,無,23.23,0.15,0.87,-0.2,-0.15,"28,442百萬(美元)",1999/9/1,0.44,3.09,-3.03,0.57,11.59,42.04,44,119.73
02A0,富達全球科技基金(A股累計美元),穩健型,美元,全球,國外,資訊科技股,資訊科技股,國外-資訊科技股,無,19.81,0.26,0.73,0.34,0.23,"28,442百萬(美元)",2014/4/9,1.18,7.87,8.13,13.75,18.92,52.17,65.51,117.39
02A1,富達全球科技基金(A股累計美元避險),穩健型,美元,全球,國外,資訊科技股,資訊科技股,國外-資訊科技股,無,19.75,0.25,0.75,0.22,0.13,"28,442百萬(美元)",2015/6/3,1.32,7.63,5.86,10.89,17.86,52.08,67.02,127.1
02A4,富達永續發展全球人口商機-A股美元累積,穩健型,美元,全球,國外,股票型,永續,國外-股票型,無,15.51,0.13,1.1,0.12,0.04,893百萬(美元),2012/3/14,2.41,7.12,3.45,7.76,7.4,22.07,23.94,36.77
02A5,富達全球消費品牌基金-A股美元累積(本基金非屬環境、社會及治理相關主題基金),穩健型,美元,全球,國外,股票型,股票型,國外-股票型,無,21.68,0.15,1.5,0.22,0.06,"1,034百萬(美元)",2013/3/27,1.91,6.81,-0.32,6.49,11.18,23.5,34.84,34.64
02A6,富達全球消費品牌基金-A股歐元(本基金非屬環境、社會及治理相關主題基金),穩健型,歐元,全球,國外,股票型,股票型,國外-股票型,年配,25.39,0.07,1.64,-0.32,-0.3,"1,034百萬(美元)",2000/9/1,1.16,2.1,-10.59,-5.88,4.34,15.29,17.29,36.13
02A8,富達日本價值基金A股美元累計避險,穩健型,美元,日本,國外,股票型,價值型,國外-股票型,無,18.15,0.43,0.85,1.13,0.43,"246,442百萬(日圓)",2014/1/10,11.42,18.44,24.37,24.65,30.65,58.62,98.92,187.11
313,景順泛歐洲基金A股歐元,穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,無,18.38,0.17,0.94,0.52,0.15,982百萬(歐元),1991/1/2,1.05,2.11,3.06,12.24,11.03,15.18,29.14,73.01
317,景順日本小型企業A股日圓,積極型,日圓,日本,國外,中小型股,中小型股,國外-中小型股,無,18.2,0.5,0.73,-0.82,-19,11720百萬(日圓),1991/1/2,6.88,16.75,19.05,19.23,35.85,40.33,41.19,54.16
319,景順環球消費趨勢基金,積極型,美元,全球,國外,非必需消費股,非必需消費股,國外-非必需消費股,無,32.49,0.4,1.3,-1.29,-1.23,2260百萬(美元),1994/10/3,11.43,19.11,11.88,22.83,50.1,57.05,53.74,25.38
320,景順全歐洲小型企業基金A股歐元,穩健型,歐元,歐洲,國外,中小型股,中小型股,國外-中小型股,無,19.29,0.25,0.93,-0.31,-0.12,79百萬(歐元),1991/1/2,0.39,6.28,10.3,16.93,17.63,30.39,35.45,82.75
325,景順實現能源轉型基金A股美元,積極型,美元,全球,國外,能源,能源,國外-能源,無,15.32,0.22,0.24,0.31,0.03,38百萬(美元),2001/2/1,3.16,8.66,12.92,13.97,12.27,12.01,12.01,13.57
334,景順永續性歐洲數據趨動基金A股歐元,穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,無,15.1,0.28,0.8,0.43,0.12,1020百萬(歐元),2000/11/6,1.91,1.47,3.92,13.09,16.1,31.81,34.5,60.48
336,景順大中華基金A股美元,積極型,美元,大中華,國外,股票型,股票型,國外-股票型,無,29.13,0.33,0.8,-0.26,-0.19,453百萬(美元),1992/7/15,7.31,11.93,13.42,22.99,34.89,33.65,30.7,-10.6
337,景順亞洲資產配置基金-季配現美元(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,平衡型,平衡型,國外-平衡型,季配,11.5,0.25,0.67,0.24,0.03,146百萬(美元),2008/10/31,3.28,4.86,7.27,10.93,10.94,19.77,14.57,-6.14
338,景順亞洲消費動力基金A股美元,積極型,美元,亞洲,國外,股票型,股票型,國外-股票型,無,19.06,0.3,1.07,-0.3,-0.06,255百萬(美元),2008/3/25,5.87,9.17,11.08,14.78,20.85,30.91,29.45,-5.07
339,景順日本股票優勢基金A股日圓,積極型,日圓,日本,國外,股票型,股票型,國外-股票型,無,14.22,0.3,0.66,-0.85,-70,63120百萬(日圓),2011/9/30,6.84,9.27,8.24,8.4,15.92,19.72,32.05,65.04
340,景順日本小型企業基金A股-年配權美元,積極型,美元,日本,國外,中小型股,中小型股,國外-中小型股,無,20.78,0.44,0.48,-0.22,-0.05,11720百萬(日圓),2011/7/7,7.34,16.21,24.06,27.55,36.15,38.88,28.74,12.22
341,景順永續性環球數據趨動基金A年配權美元,穩健型,美元,全球,國外,股票型,永續,國外-股票型,年配,11.31,0.41,0.68,0.41,0.33,381百萬(美元),2006/12/11,2.8,5.74,7.06,12.3,18.01,37.59,44.86,67.45
342,景順印度股票A股-年配權美元,積極型,美元,印度,國外,股票型,股票型,國外-股票型,無,22.29,-0.09,1.3,-0.55,-0.67,1650百萬(美元),2006/12/11,-2.74,-2.4,6.03,-11.08,-7.98,28.22,34.13,99.45
343,景順永續性歐洲數據趨動基金A美元對沖股美,穩健型,美元,歐洲,國外,股票型,永續,國外-股票型,無,15.13,0.32,0.8,0.4,0.09,1020百萬(歐元),2014/7/23,2.12,2.03,5.06,14.58,18.48,36.74,44.05,75.56
348,景順環球非投債基金A股-半年配權美元(本基金之配息來源可能為本金且本基金主要投資於符合美國Rule 144A規定之私募性質債券且非屬環境、社會及治理相關主題之境外基金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,半年配,5.03,0.35,0.94,0.2,0.02,144百萬(美元),1994/1/12,1.09,2.92,3.42,4.75,7.49,17.53,19.08,19.87
349,景順環球非投債基金A股固定月配權美元(本基金之配息來源可能為本金且本基金主要投資於符合美國Rule 144A規定之私募性質債券且非屬環境、社會及治理相關主題之境外基金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,4.93,0.36,0.92,0.2,0.02,144百萬(美元),2004/7/30,1.09,2.9,3.41,4.82,7.47,17.42,19.13,19.95
350,景順新興市場債券基金A股-固定月配權美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,固定收益,固定收益,國外-固定收益,月配,7.76,0.3,0.97,0.4,0.06,89百萬(美元),2004/7/30,2.62,5.5,5.59,7.29,9.28,20.98,25.12,0.77
351,景順健康護理創新基金A股-年配權美元,穩健型,美元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,10.17,-0.27,0.52,1.02,1.89,248百萬(美元),1994/3/3,0.79,3.29,-5.68,1.37,-8.3,6.47,7.22,12.17
352,景順歐洲大陸小型企業基金A股-年配權美元,積極型,美元,歐洲,國外,中小型股,中小型股,國外-中小型股,年配,18.77,0.36,1.06,-0.37,-1.72,793百萬(歐元),1993/1/13,0.03,10.25,22.41,31.31,25.47,44.67,63.17,91.23
353,景順歐洲大陸小型企業基金A美元對沖股美元,積極型,美元,歐洲,國外,中小型股,中小型股,國外-中小型股,無,18.29,0.31,0.91,-0.15,-0.05,793百萬(歐元),2014/10/8,0.33,6.7,10.93,18.74,20.97,41.15,55.32,114.98
354,景順環球小型企業基金A股-年配權美元,積極型,美元,全球,國外,中小型股,中小型股,國外-中小型股,年配,18.43,0.2,1.19,0.54,1.26,233百萬(美元),1996/11/5,1.44,7.89,8.62,12.09,13.48,25.28,30.45,51.3
355,景順中國新世代基金A股-年配權美元,積極型,美元,中國,國外,股票型,股票型,國外-股票型,年配,34.67,0.3,0.97,-0.29,-0.17,245百萬(美元),1995/10/26,6.31,7.95,8.29,21.74,37.8,23.31,8.15,-26.85
356,景順中國新世代基金A股(歐元對沖)歐元,積極型,歐元,中國,國外,股票型,股票型,國外-股票型,無,34.47,0.28,0.96,-0.28,-0.09,245百萬(美元),2008/2/18,6,7.13,6.81,19.44,33.5,17.61,-1.07,-35.54
