代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
248,富達美元債券基金(Ａ股月配息美元),保守型,美元,全球,國外,債券型,國外-債券型,月配,5.47,0.12,1.08,0.27,0.03,"5,655百萬(美元)",2003/6/9,1.02,0.78,-2.08,1.24,3.34,6.05,-4.39,-1.34
249,富達歐洲動能基金(Ａ股歐元),穩健型,歐元,歐洲,國外,股票型,國外-股票型,年配,10.63,0.09,0.64,0.26,0.23,"2,372百萬(美元)",2001/1/15,2.8,5.99,4.44,6.4,4.13,13.87,15.77,12.77
250,富達美元非投資等級債券基金(Ａ股美元)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,國外-非投資等級債券,年配,3.48,0.53,0.93,-0.09,-0.01,"2,530百萬(美元)",2001/9/5,0.52,1.41,3.23,1.41,7.79,17.61,11.57,16.45
251,富達美元非投資等級債券基金(Ａ股月配美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,國外-非投資等級債券,月配,3.6,0.51,0.96,-0.09,-0.01,"2,530百萬(美元)",2003/6/9,0.44,1.37,3.22,1.31,7.78,17.6,11.58,16.5
255,富達全球金融服務基金(Ａ股歐元),穩健型,歐元,全球,國外,金融股,國外-金融股,年配,10.3,0.78,0.64,0.5,0.35,"1,436百萬(美元)",2000/9/1,3.01,4.6,22.31,6.71,32.51,46.62,46.53,73.86
256,富達全球工業基金(Ａ股歐元),穩健型,歐元,全球,國外,股票型,國外-股票型,年配,12.11,0.37,0.53,-0.28,-0.3,682百萬(歐元),2000/9/1,-0.93,-0.56,9.87,3.72,17.2,32.58,50.62,91.81
257,富達永續發展全球存股優勢基金(Ａ股歐元)(本基金並無保證收益及配息),穩健型,歐元,全球,國外,股票型,國外-股票型,年配,6.68,0.77,0.53,0.42,0.05,574百萬(美元),1999/9/1,4.08,6.01,10.29,5.54,20.6,32.35,35.09,20.03
258,富達歐洲大型企業基金(Ａ股歐元),穩健型,歐元,歐洲,國外,股票型,國外-股票型,年配,10.22,0.57,0.59,0.21,0.14,206百萬(歐元),2002/9/16,4.85,8.37,12.18,7.97,22.92,31.18,28.26,30.35
259,富達印度聚焦基金(Ａ股美元),積極型,美元,印度,國外,股票型,國外-股票型,無,12.48,0.06,0.99,-0.48,-0.37,"2,957百萬(美元)",2004/8/23,-1.29,-4.98,-7.8,-6.21,3.01,25.87,12.65,50.61
260,富達亞洲非投資等級債券基金(Ａ股累計美)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,國外-非投資等級債券,無,3.97,0.7,0.53,0.14,0.02,"1,464百萬(美元)",2007/4/2,2.27,2.49,5.1,2.77,11.24,7.46,-6.49,-22.3
261,富達亞洲非投資等級債券基金(Ａ股月配美)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,國外-非投資等級債券,月配,3.95,0.7,0.53,0.13,0.01,"1,464百萬(美元)",2007/4/2,2.23,2.46,5.09,2.76,11.22,7.37,-6.54,-22.36
262,富達新興市場債券基金(Ａ股美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,國外-債券型,年配,5.2,0.48,0.87,0.3,0.03,624百萬(美元),2006/1/23,1.35,2.02,1.97,2.37,10.11,15.76,-9.56,-13.46
263,富達新興市場債券基金(Ａ股月配息美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,國外-債券型,月配,5.2,0.48,0.87,0.31,0.03,624百萬(美元),2006/1/23,1.35,2.02,1.97,2.36,10.09,15.77,-9.57,-13.5
265,富達亞洲非投資等級債券基金(Ａ股累計歐)(本基金之配息來源可能為本金),穩健型,歐元,亞洲,國外,非投資等級債券,國外-非投資等級債券,無,6.63,0.57,-0.65,0.33,0.06,"1,464百萬(美元)",2007/4/2,1.94,2.62,12,1.71,15.08,9.46,1.49,-19.34
266,富達永續發展亞洲股票基金(Ａ股累計歐元),積極型,歐元,亞洲,國外,股票型,國外-股票型,無,16.02,0.26,0.75,1.12,0.39,"2,650百萬(美元)",2006/9/25,6.56,3.51,13.56,4.53,15.39,4.9,-3.68,11.76
268,富達美元非投資等級債券基金(Ａ股穩現美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,國外-非投資等級債券,月配,3.54,0.52,0.94,-0.1,-0.01,"2,530百萬(美元)",2010/8/18,0.47,1.39,3.25,1.34,7.79,17.62,11.61,16.5
269,富達中國聚焦基金(Ａ股美元),積極型,美元,中國,國外,股票型,國外-股票型,年配,26.62,0.24,0.74,0.62,0.41,"2,249百萬(美元)",2003/8/18,11.54,9.37,20.97,9.41,22.07,3.15,-0.15,4.95
270,富達中國聚焦基金(Ａ股累計歐元),積極型,歐元,中國,國外,股票型,國外-股票型,無,27.17,0.27,0.85,0.77,0.16,"2,249百萬(美元)",2007/9/24,11.2,9.51,28.94,8.31,26.29,5.2,8.42,8.99
271,富達中國內需消費基金(Ａ股累計美元),積極型,美元,中國,國外,必需性消費股,國外-必需性消費股,無,32.31,0.17,0.82,2.21,0.33,"2,798百萬(美元)",2011/2/23,16.86,14.32,22.2,15.62,17.58,-8.57,-23.06,-25.9
272,富達中國內需消費基金(Ａ股累計歐元),積極型,歐元,中國,國外,必需性消費股,國外-必需性消費股,無,32.24,0.21,0.94,2.41,0.47,"2,798百萬(美元)",2011/2/23,16.51,14.57,30.27,14.44,21.69,-6.77,-16.48,-23.04
273,富達美元非投資等級債券基金(Ａ股累計美)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,國外-非投資等級債券,無,3.52,0.52,0.94,-0.05,-0.01,"2,530百萬(美元)",2011/4/6,0.49,1.37,3.24,1.37,7.81,17.62,11.59,16.51
274,富達美元非投資等級債券基金(Ａ股累計歐)(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,歐元,美國,國外,非投資等級債券,國外-非投資等級債券,無,4.71,0.6,-0.22,0.09,0.03,"2,530百萬(美元)",2006/9/25,0.19,1.54,10.04,0.34,11.53,19.87,21.09,20.95
275,富達新興市場債券基金(Ａ股累計美元)(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,國外-債券型,無,5.2,0.48,0.86,0.3,0.06,624百萬(美元),2006/1/23,1.33,2,1.95,2.32,10.08,15.73,-9.56,-13.53
276,富達新興市場債券基金(Ａ股累計歐元)(本基金主要係投資於非投資等級之高風險債券),穩健型,歐元,新興市場,國外,債券型,國外-債券型,無,3.69,0.94,-0.19,0.51,0.12,624百萬(美元),2006/1/23,1.03,2.17,8.67,1.33,13.92,18.03,-1.83,-10.18
277,富達美元債券基金(Ａ股累計美元),保守型,美元,美國,國外,債券型,國外-債券型,無,5.44,0.12,1.07,0.29,0.05,"5,655百萬(美元)",2006/9/25,1.05,0.76,-2.04,1.23,3.34,6.12,-4.36,-1.31
278,富達亞太入息基金(Ａ股美元)－半年配權(本基金並無保證收益及配息),積極型,美元,亞太,國外,股票型,國外-股票型,半年配,11.32,0.22,0.8,0.31,0.09,306百萬(美元),2004/12/16,2.68,1.28,1.31,4.3,9.51,9.39,-0.47,34.41
279,富達亞太入息基金(Ａ股Ｆ１穩定月配美元)(本基金並無保證收益及配息且配息來源可能為本金),積極型,美元,亞太,國外,股票型,國外-股票型,月配,11.34,0.22,0.81,0.38,0.05,306百萬(美元),2013/1/24,2.74,1.36,1.38,4.31,9.58,10.62,0.66,35.93
280,富達永續發展健康護理基金(Ａ股歐元),穩健型,歐元,全球,國外,健康護理股,國外-健康護理股,無,11.02,0.1,0.69,-0.1,-0.07,"1,584百萬(美元)",2000/9/1,1.1,1.54,-3.97,4.56,4.5,13.43,16.96,28.09
281,富達永續發展健康護理基金(Ａ股累美),穩健型,美元,全球,國外,健康護理股,國外-健康護理股,無,15.39,0.02,1.06,-0.27,-0.07,"1,584百萬(美元)",2013/3/27,1.43,1.39,-9.89,5.64,1.04,11.28,7.76,23.37
282,富達美元非投資等級債券基金(Ａ股Ｆ１現)(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,國外-非投資等級債券,月配,3.55,0.52,0.95,-0.09,-0.01,"2,530百萬(美元)",2013/6/18,0.46,1.37,3.21,1.34,7.78,17.56,11.56,16.48
283,富達亞洲非投資等級債券基金(Ａ股Ｆ１現)(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,非投資等級債券,國外-非投資等級債券,月配,3.93,0.7,0.53,0.15,0.01,"1,464百萬(美元)",2013/6/18,2.25,2.47,5.1,2.77,11.24,7.38,-6.55,-22.38
284,富達新興市場債券基金(Ａ股Ｆ１穩定配美)(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,國外-債券型,月配,5.2,0.48,0.87,0.3,0.02,624百萬(美元),2013/6/18,1.34,2,1.96,2.36,10.09,15.76,-9.56,-13.5
285,富達歐洲非投資等級債券基金(Ａ股Ｆ１現)(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,國外-非投資等級債券,月配,2.26,0.96,0.4,0.05,0,"2,482百萬(歐元)",2013/6/18,1.47,2.69,5.18,1.69,9.03,18.51,11.18,10.72
286,富達歐洲非投資等級債券基金(Ａ股累計歐)(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,非投資等級債券,國外-非投資等級債券,無,2.27,0.95,0.4,0.04,0.01,"2,482百萬(歐元)",2006/7/3,1.46,2.65,5.18,1.67,8.99,18.46,11.17,10.67
287,富達歐洲非投資等級債券基金(Ａ股月避美)(本基金之配息來源可能為本金),穩健型,美元,歐洲,國外,非投資等級債券,國外-非投資等級債券,月配,2.27,1.15,0.4,0.09,0.01,"2,482百萬(歐元)",2013/3/27,1.61,3.12,6,1.91,10.72,22.6,17.72,19.87
288,富達歐洲非投資等級債券基金(Ａ股累避美)(本基金之配息來源可能為本金),穩健型,美元,歐洲,國外,非投資等級債券,國外-非投資等級債券,無,2.26,1.16,0.4,0.05,0.01,"2,482百萬(歐元)",2011/5/18,1.6,3.1,6.02,1.9,10.79,22.66,17.96,20.26
289,富達全球入息基金(Ａ股累計美元)(本基金並無保證收益及配息),穩健型,美元,全球,國外,股票型,國外-股票型,無,12.52,0.34,1.01,0.14,0.04,"12,916百萬(美元)",2012/5/4,3.5,3.91,3.2,6.17,16.53,30.26,24.55,40.09
290,富達全球入息基金(Ａ股累計歐元避險)(本基金並無保證收益及配息),穩健型,歐元,全球,國外,股票型,國外-股票型,無,9.51,0.49,0.82,0.22,0.07,"12,916百萬(美元)",2012/1/30,2.85,3.9,6.77,5.28,18.19,30.55,29.22,40.5
291,富達全球入息基金(Ａ股Ｆ１穩定月配美元)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國外,股票型,國外-股票型,月配,12.5,0.34,1.01,0.15,0.03,"12,916百萬(美元)",2012/1/30,3.52,3.91,3.18,6.18,16.52,30.27,24.54,40.1
292,富達全球入息基金(Ａ股Ｆ１穩定月配歐元)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,歐元,全球,國外,股票型,國外-股票型,月配,8.08,0.64,0.68,0.35,0.09,"12,916百萬(美元)",2012/1/30,3.21,4.09,10,5.11,20.58,32.76,35.23,45.47
293,富達全球入息基金(Ａ股Ｈ月配息澳幣避險)(本基金並無保證收益及配息且配息來源可能為本金),穩健型,澳幣,全球,國外,股票型,國外-股票型,月配,9.49,0.51,0.82,0.18,0.03,"12,916百萬(美元)",2014/1/23,2.94,4.12,7.22,5.45,18.96,32.22,32.35,43.53
294,富達德國基金(Ａ股累計美元避險),穩健型,美元,德國,國外,股票型,國外-股票型,無,10.66,0.64,0.57,-0.33,-0.08,661百萬(美元),2014/4/9,4.34,12.98,19.01,9.46,27.44,36.77,43.13,44.24
299,富達全球科技基金(Ａ股歐元),穩健型,歐元,全球,國外,資訊科技股,國外-資訊科技股,無,11.2,0.6,0.49,0.64,0.49,"24,747百萬(美元)",1999/9/1,3.87,7.78,17,5.67,26.56,62.21,64.94,137.07
02A0,富達全球科技基金(Ａ股累計美元),穩健型,美元,全球,國外,資訊科技股,國外-資訊科技股,無,12.7,0.45,0.55,0.47,0.3,"24,747百萬(美元)",2014/4/9,4.2,7.65,9.78,6.76,22.36,59.14,52.03,128.37
02A1,富達全球科技基金(Ａ股累計美元避險),穩健型,美元,全球,國外,資訊科技股,國外-資訊科技股,無,12.03,0.51,0.53,0.47,0.27,"24,747百萬(美元)",2015/6/3,3.85,7.69,11.73,6.25,24.21,63.78,61.1,140.78
02A4,富達永續發展人口商機－Ａ股美元累積,穩健型,美元,全球,國外,股票型,國外-股票型,無,11.64,0.19,1.06,0.06,0.02,896百萬(美元),2012/3/14,0.22,4.07,1.89,3.9,8.56,25.25,12.55,39.85
02A5,富達永續發展消費品牌基金－Ａ股美元累積,穩健型,美元,全球,國外,股票型,國外-股票型,無,10.94,0.31,0.85,0.04,0.01,"1,100百萬(美元)",2013/3/27,2.77,8.27,8.14,5.49,13.22,32.35,20.36,45.91
02A6,富達永續發展消費品牌基金－Ａ股歐元,穩健型,歐元,全球,國外,股票型,國外-股票型,年配,10.87,0.41,0.51,0.19,0.2,"1,100百萬(美元)",2000/9/1,2.44,8.43,15.27,4.37,17.15,34.91,30.61,51.49
02A7,富達日本價值基金Ａ股日圓配權,穩健型,日圓,日本,國外,股票型,國外-股票型,年配,15.05,0.08,0.85,-0.09,-63,"212,231百萬(日圓)",2003/1/30,0.29,1.9,1.79,-1.26,4.24,38.29,51.02,92.56
02A8,富達日本價值基金Ａ股美元累計避險,穩健型,美元,日本,國外,股票型,國外-股票型,無,15.53,0.15,0.42,-0.1,-0.03,"212,231百萬(日圓)",2014/1/10,0.69,3.05,4.14,-0.65,8.67,51.8,69.95,117.8
313,景順泛歐洲基金Ａ股歐元,穩健型,歐元,歐洲,國外,股票型,國外-股票型,無,12.94,0.16,0.77,0.21,0.06,927百萬(歐元),1991/1/2,5.98,8.64,5.58,9.1,7.72,12.23,20.8,33.82
317,景順日本小型企業Ａ股日圓,積極型,日圓,日本,國外,中小型股,國外-中小型股,無,11.82,0.04,0.53,-1.39,-26,10770百萬(日圓),1991/1/2,-3.06,-3.62,2.8,-4.72,2.28,15.52,17.97,27.55
319,景順環球消費趨勢基金,積極型,美元,全球,國外,非必需消費股,國外-非必需消費股,無,15.56,0.55,1.07,-0.78,-0.65,2310百萬(美元),1994/10/3,4,10.74,27.56,8.33,34.43,46.98,9.48,33.39
320,景順全歐洲企業基金Ａ股歐元,穩健型,歐元,歐洲,國外,中小型股,國外-中小型股,無,11.68,0.38,0.7,0.22,0.08,69百萬(歐元),1991/1/2,5.85,9.1,5.85,7.24,17.23,17.54,15.35,49
325,景順能源轉型基金Ａ股美元,積極型,美元,全球,國外,能源,國外-能源,無,14.9,0.02,0.11,0.11,0.01,39百萬(美元),2001/2/1,1.27,0.46,-2.24,1.75,1.27,-3,-3.64,-28.24
334,景順永續性歐洲量化基金Ａ股歐元,穩健型,歐元,歐洲,國外,股票型,國外-股票型,無,10.66,0.43,0.68,0.11,0.03,935百萬(歐元),2000/11/6,5.8,8.77,9.08,8.38,17.73,26.62,27.03,29.21
336,景順大中華基金Ａ股美元,積極型,美元,大中華,國外,股票型,國外-股票型,無,22.04,0.36,0.52,2.8,1.81,440百萬(美元),1992/7/15,12.34,13.99,22.39,12.11,29.98,11.51,-4.03,-3.11
337,景順亞洲資產配置基金－季配現美元(本基金之配息來源可能為本金),穩健型,美元,亞洲,國外,平衡型,國外-平衡型,季配,10.5,0.31,0.77,1.01,0.12,143百萬(美元),2008/10/31,5.05,5.08,4.17,5.42,12.82,11.12,-7.85,-7.45
338,景順亞洲消費動力基金Ａ股美元,積極型,美元,亞洲,國外,股票型,國外-股票型,無,17.65,0.36,1.2,1.72,0.31,267百萬(美元),2008/3/25,8.09,8.28,10.9,6.95,24.47,15.67,-0.38,3.15
339,景順日本股票優勢基金Ａ股日圓,積極型,日圓,日本,國外,股票型,國外-股票型,無,11.62,0.11,0.65,-0.31,-23,71440百萬(日圓),2011/9/30,0.07,0.61,1.7,-0.74,5.03,24.68,29.42,52.94
340,景順日本小型企業基金Ａ股－年配權美元,積極型,美元,日本,國外,中小型股,國外-中小型股,無,15.48,0.04,0.32,-1.42,-0.25,10770百萬(日圓),2011/7/7,0.58,-0.86,0,-0.57,2.12,3.53,-9.74,-4.99
341,景順永續性環球量化基金Ａ股－年配權美元,穩健型,美元,全球,國外,股票型,國外-股票型,年配,9.91,0.46,0.9,-0.01,-0.01,317百萬(美元),2006/12/11,3.37,3.42,6.68,4.73,17.72,32.73,30.34,42.22
342,景順印度股票Ａ股－年配權美元,積極型,美元,印度,國外,股票型,國外-股票型,無,19.66,0.06,1.55,-0.74,-0.85,1690百萬(美元),2006/12/11,-5.8,-13,-14.69,-15.62,3.57,35.31,26.44,62.63
343,景順永續性歐洲量化基金Ａ(美元對沖)股美,穩健型,美元,歐洲,國外,股票型,國外-股票型,無,10.66,0.47,0.67,0.14,0.03,935百萬(歐元),2014/7/23,6.03,9.21,10.05,8.66,19.69,31.58,35.99,40.45
347,景順東協基金Ａ股－年配權美元(停止申購),積極型,美元,東協,國外,股票型,國外-股票型,年配,14.18,0.11,0.59,-0.11,-0.12,57百萬(美元),1992/9/2,0.84,-2.12,0.98,0.08,5.73,5.82,5.02,14.24
348,景順永續環球非投債基金Ａ股－半年配權美元(本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,國外-非投資等級債券,半年配,3.29,0.6,0.86,0.1,0.01,147百萬(美元),1994/1/12,0.88,1.48,3.22,1.48,8.34,17.88,11.38,14.99
349,景順永續環球非投債基金Ａ股固定月配權美元(本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.23,0.62,0.84,0.1,0.01,147百萬(美元),2004/7/30,0.88,1.55,3.21,1.57,8.35,17.9,11.44,15.18
350,景順新興市場債券基金Ａ股－固定月配權美元(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,固定收益,國外-固定收益,月配,4.71,0.51,0.79,0.07,0.01,92百萬(美元),2004/7/30,1.29,1.8,2.45,1.82,9.85,18.64,-0.73,-6.46
351,景順健康護理創新基金Ａ股－年配權美元,穩健型,美元,全球,國外,健康護理股,國外-健康護理股,無,14.53,0.08,1.01,0.13,0.25,271百萬(美元),1994/3/3,4.52,3.18,-4.62,7.66,4.26,16.57,14.16,20.38
352,景順歐洲大陸企業基金Ａ股－年配權美元,積極型,美元,歐洲,國外,中小型股,國外-中小型股,年配,17.69,0.28,1.15,0.35,1.37,645百萬(歐元),1993/1/13,7.28,10,0.96,8.6,18.47,19.61,12.33,53.21
353,景順歐洲大陸企業基金Ａ(美元對沖)股美元,積極型,美元,歐洲,國外,中小型股,國外-中小型股,無,12.63,0.49,0.75,0.03,0.01,645百萬(歐元),2014/10/8,6.31,11.09,8.34,8.38,24.34,27.07,32.28,74.84
354,景順環球企業基金Ａ股－年配權美元,積極型,美元,全球,國外,中小型股,國外-中小型股,年配,14.12,0.2,1.17,-0.22,-0.49,418百萬(美元),1996/11/5,0.76,1.02,1.71,3.24,10.31,15.3,6.08,36.89
355,景順中國新世代基金Ａ股－年配權美元,積極型,美元,中國,國外,股票型,國外-股票型,年配,26.65,0.35,0.66,3.31,1.81,221百萬(美元),1995/10/26,16.53,18.11,30.73,16.22,34.52,2.74,-16.37,-23.4
356,景順中國新世代基金Ａ股(歐元對沖)歐元,積極型,歐元,中國,國外,股票型,國外-股票型,無,26.51,0.32,0.65,3.24,0.98,221百萬(美元),2008/2/18,16.12,17.12,28.38,15.52,31.18,-2.1,-23.79,-32.16
358,景順開發中市場基金Ａ股－年配權美元,積極型,美元,新興市場,國外,股票型,國外-股票型,年配,17.51,0.28,1.16,0.74,0.47,265百萬(美元),1992/9/2,6.73,5.8,6.98,8.18,18.11,26.18,9.12,43.12
359,景順實質資產責任基金Ａ股－年配權美元,穩健型,美元,全球,國外,房地產,國外-房地產,年配,17.74,0.2,1.14,0.5,0.07,18百萬(美元),2005/8/29,2.32,0.57,0.57,5.29,12.67,8.11,4.81,3.22
404,安聯亞太收益入息基金(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金，且無保證收益及配息),積極型,美元,亞太,國外,平衡型,國外-平衡型,年配,7.27,0.42,0.52,0.05,0,33百萬(美元),1990/3/30,0.99,2.38,0.74,1.7,12.19,10.57,7.92,3.18
412,安聯香港基金(本基金之配息來源可能為本金),積極型,美元,香港,國外,股票型,國外-股票型,年配,27.4,0.36,0.95,4,9.18,1308百萬(港幣),1985/7/12,15.66,16.6,30.67,15.22,37.33,5.48,-10.46,1.2
414,安聯日本基金(本基金之配息來源可能為本金),積極型,美元,日本,國外,股票型,國外-股票型,年配,13.92,0.07,0.6,-0.03,-0.01,380百萬(美元),1984/9/28,3.49,4.54,-0.5,2.16,3.97,25.65,13.13,32.6
416,安聯新興亞洲基金(本基金之配息來源可能為本金),積極型,美元,新興亞洲,國外,股票型,國外-股票型,年配,14.2,0.34,0.94,1.35,1.03,30百萬(美元),1986/5/9,6.55,6.98,4.57,6.57,18.67,12.76,-11.92,21.88
